problem,language,report,first_file,second_file,first_submission_id,second_submission_id,avg_similarity,avg_percent,max_similarity,max_percent,maximum_length,longest_match,is_exact_avg_100,is_max_100
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236261.cpp,1314237145.cpp,1314236261,1314237145,1.0,100.0,1.0,100.0,82.0,81.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236267.cpp,1314236308.cpp,1314236267,1314236308,1.0,100.0,1.0,100.0,79.0,78.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236267.cpp,1314236330.cpp,1314236267,1314236330,1.0,100.0,1.0,100.0,79.0,78.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236267.cpp,1314236413.cpp,1314236267,1314236413,1.0,100.0,1.0,100.0,79.0,78.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236308.cpp,1314236330.cpp,1314236308,1314236330,1.0,100.0,1.0,100.0,79.0,78.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236308.cpp,1314236413.cpp,1314236308,1314236413,1.0,100.0,1.0,100.0,79.0,78.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236330.cpp,1314236413.cpp,1314236330,1314236413,1.0,100.0,1.0,100.0,79.0,78.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236332.cpp,1314236405.cpp,1314236332,1314236405,1.0,100.0,1.0,100.0,32.0,31.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236376.cpp,1314236416.cpp,1314236376,1314236416,1.0,100.0,1.0,100.0,37.0,36.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236428.cpp,1314236725.cpp,1314236428,1314236725,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236428.cpp,1314236742.cpp,1314236428,1314236742,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236501.cpp,1314236670.cpp,1314236501,1314236670,1.0,100.0,1.0,100.0,60.0,59.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236648.cpp,1314236696.cpp,1314236648,1314236696,1.0,100.0,1.0,100.0,76.0,75.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236648.cpp,1314237047.cpp,1314236648,1314237047,1.0,100.0,1.0,100.0,76.0,75.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236696.cpp,1314237047.cpp,1314236696,1314237047,1.0,100.0,1.0,100.0,76.0,75.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236698.cpp,1314236714.cpp,1314236698,1314236714,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236698.cpp,1314236789.cpp,1314236698,1314236789,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236698.cpp,1314236806.cpp,1314236698,1314236806,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236698.cpp,1314236815.cpp,1314236698,1314236815,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236698.cpp,1314236820.cpp,1314236698,1314236820,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236698.cpp,1314236831.cpp,1314236698,1314236831,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236698.cpp,1314236849.cpp,1314236698,1314236849,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236698.cpp,1314236895.cpp,1314236698,1314236895,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236698.cpp,1314236906.cpp,1314236698,1314236906,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236699.cpp,1314236737.cpp,1314236699,1314236737,1.0,100.0,1.0,100.0,47.0,46.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236714.cpp,1314236789.cpp,1314236714,1314236789,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236714.cpp,1314236806.cpp,1314236714,1314236806,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236714.cpp,1314236815.cpp,1314236714,1314236815,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236714.cpp,1314236820.cpp,1314236714,1314236820,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236714.cpp,1314236831.cpp,1314236714,1314236831,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236714.cpp,1314236849.cpp,1314236714,1314236849,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236714.cpp,1314236895.cpp,1314236714,1314236895,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236714.cpp,1314236906.cpp,1314236714,1314236906,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236725.cpp,1314236742.cpp,1314236725,1314236742,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236789.cpp,1314236806.cpp,1314236789,1314236806,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236789.cpp,1314236815.cpp,1314236789,1314236815,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236789.cpp,1314236820.cpp,1314236789,1314236820,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236789.cpp,1314236831.cpp,1314236789,1314236831,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236789.cpp,1314236849.cpp,1314236789,1314236849,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236789.cpp,1314236895.cpp,1314236789,1314236895,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236789.cpp,1314236906.cpp,1314236789,1314236906,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236806.cpp,1314236815.cpp,1314236806,1314236815,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236806.cpp,1314236820.cpp,1314236806,1314236820,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236806.cpp,1314236831.cpp,1314236806,1314236831,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236806.cpp,1314236849.cpp,1314236806,1314236849,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236806.cpp,1314236895.cpp,1314236806,1314236895,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236806.cpp,1314236906.cpp,1314236806,1314236906,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236815.cpp,1314236820.cpp,1314236815,1314236820,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236815.cpp,1314236831.cpp,1314236815,1314236831,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236815.cpp,1314236849.cpp,1314236815,1314236849,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236815.cpp,1314236895.cpp,1314236815,1314236895,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236815.cpp,1314236906.cpp,1314236815,1314236906,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236820.cpp,1314236831.cpp,1314236820,1314236831,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236820.cpp,1314236849.cpp,1314236820,1314236849,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236820.cpp,1314236895.cpp,1314236820,1314236895,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236820.cpp,1314236906.cpp,1314236820,1314236906,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236831.cpp,1314236849.cpp,1314236831,1314236849,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236831.cpp,1314236895.cpp,1314236831,1314236895,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236831.cpp,1314236906.cpp,1314236831,1314236906,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236832.cpp,1314237048.cpp,1314236832,1314237048,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236849.cpp,1314236895.cpp,1314236849,1314236895,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236849.cpp,1314236906.cpp,1314236849,1314236906,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236865.cpp,1314236956.cpp,1314236865,1314236956,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236865.cpp,1314237008.cpp,1314236865,1314237008,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236865.cpp,1314237103.cpp,1314236865,1314237103,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236865.cpp,1314237167.cpp,1314236865,1314237167,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236895.cpp,1314236906.cpp,1314236895,1314236906,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236933.cpp,1314236998.cpp,1314236933,1314236998,1.0,100.0,1.0,100.0,68.0,67.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236956.cpp,1314237008.cpp,1314236956,1314237008,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236956.cpp,1314237103.cpp,1314236956,1314237103,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236956.cpp,1314237167.cpp,1314236956,1314237167,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236989.cpp,1314237010.cpp,1314236989,1314237010,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236989.cpp,1314237017.cpp,1314236989,1314237017,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236989.cpp,1314237027.cpp,1314236989,1314237027,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236989.cpp,1314237071.cpp,1314236989,1314237071,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236989.cpp,1314237098.cpp,1314236989,1314237098,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236989.cpp,1314237104.cpp,1314236989,1314237104,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236989.cpp,1314237113.cpp,1314236989,1314237113,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236989.cpp,1314237122.cpp,1314236989,1314237122,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236989.cpp,1314237131.cpp,1314236989,1314237131,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236989.cpp,1314237176.cpp,1314236989,1314237176,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236989.cpp,1314237191.cpp,1314236989,1314237191,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236989.cpp,1314237331.cpp,1314236989,1314237331,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236989.cpp,1314237352.cpp,1314236989,1314237352,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314236989.cpp,1314237361.cpp,1314236989,1314237361,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237008.cpp,1314237103.cpp,1314237008,1314237103,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237008.cpp,1314237167.cpp,1314237008,1314237167,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237010.cpp,1314237017.cpp,1314237010,1314237017,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237010.cpp,1314237027.cpp,1314237010,1314237027,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237010.cpp,1314237071.cpp,1314237010,1314237071,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237010.cpp,1314237098.cpp,1314237010,1314237098,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237010.cpp,1314237104.cpp,1314237010,1314237104,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237010.cpp,1314237113.cpp,1314237010,1314237113,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237010.cpp,1314237122.cpp,1314237010,1314237122,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237010.cpp,1314237131.cpp,1314237010,1314237131,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237010.cpp,1314237176.cpp,1314237010,1314237176,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237010.cpp,1314237191.cpp,1314237010,1314237191,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237010.cpp,1314237331.cpp,1314237010,1314237331,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237010.cpp,1314237352.cpp,1314237010,1314237352,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237010.cpp,1314237361.cpp,1314237010,1314237361,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237012.cpp,1314237117.cpp,1314237012,1314237117,1.0,100.0,1.0,100.0,62.0,61.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237012.cpp,1314237153.cpp,1314237012,1314237153,1.0,100.0,1.0,100.0,62.0,61.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237017.cpp,1314237027.cpp,1314237017,1314237027,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237017.cpp,1314237071.cpp,1314237017,1314237071,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237017.cpp,1314237098.cpp,1314237017,1314237098,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237017.cpp,1314237104.cpp,1314237017,1314237104,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237017.cpp,1314237113.cpp,1314237017,1314237113,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237017.cpp,1314237122.cpp,1314237017,1314237122,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237017.cpp,1314237131.cpp,1314237017,1314237131,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237017.cpp,1314237176.cpp,1314237017,1314237176,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237017.cpp,1314237191.cpp,1314237017,1314237191,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237017.cpp,1314237331.cpp,1314237017,1314237331,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237017.cpp,1314237352.cpp,1314237017,1314237352,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237017.cpp,1314237361.cpp,1314237017,1314237361,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237027.cpp,1314237071.cpp,1314237027,1314237071,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237027.cpp,1314237098.cpp,1314237027,1314237098,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237027.cpp,1314237104.cpp,1314237027,1314237104,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237027.cpp,1314237113.cpp,1314237027,1314237113,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237027.cpp,1314237122.cpp,1314237027,1314237122,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237027.cpp,1314237131.cpp,1314237027,1314237131,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237027.cpp,1314237176.cpp,1314237027,1314237176,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237027.cpp,1314237191.cpp,1314237027,1314237191,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237027.cpp,1314237331.cpp,1314237027,1314237331,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237027.cpp,1314237352.cpp,1314237027,1314237352,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237027.cpp,1314237361.cpp,1314237027,1314237361,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237043.cpp,1314237091.cpp,1314237043,1314237091,1.0,100.0,1.0,100.0,52.0,51.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237071.cpp,1314237098.cpp,1314237071,1314237098,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237071.cpp,1314237104.cpp,1314237071,1314237104,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237071.cpp,1314237113.cpp,1314237071,1314237113,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237071.cpp,1314237122.cpp,1314237071,1314237122,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237071.cpp,1314237131.cpp,1314237071,1314237131,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237071.cpp,1314237176.cpp,1314237071,1314237176,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237071.cpp,1314237191.cpp,1314237071,1314237191,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237071.cpp,1314237331.cpp,1314237071,1314237331,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237071.cpp,1314237352.cpp,1314237071,1314237352,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237071.cpp,1314237361.cpp,1314237071,1314237361,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237098.cpp,1314237104.cpp,1314237098,1314237104,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237098.cpp,1314237113.cpp,1314237098,1314237113,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237098.cpp,1314237122.cpp,1314237098,1314237122,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237098.cpp,1314237131.cpp,1314237098,1314237131,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237098.cpp,1314237176.cpp,1314237098,1314237176,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237098.cpp,1314237191.cpp,1314237098,1314237191,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237098.cpp,1314237331.cpp,1314237098,1314237331,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237098.cpp,1314237352.cpp,1314237098,1314237352,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237098.cpp,1314237361.cpp,1314237098,1314237361,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237103.cpp,1314237167.cpp,1314237103,1314237167,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237104.cpp,1314237113.cpp,1314237104,1314237113,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237104.cpp,1314237122.cpp,1314237104,1314237122,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237104.cpp,1314237131.cpp,1314237104,1314237131,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237104.cpp,1314237176.cpp,1314237104,1314237176,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237104.cpp,1314237191.cpp,1314237104,1314237191,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237104.cpp,1314237331.cpp,1314237104,1314237331,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237104.cpp,1314237352.cpp,1314237104,1314237352,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-sosetele,cpp,gigel-si-sosetele_cpp.jplag,1314237104.cpp,1314237361.cpp,1314237104,1314237361,1.0,100.0,1.0,100.0,50.0,49.0,True,True
