problem,language,submission_id,source_file,issue_id,severity,line,column,message,verbose_message,inconclusive,cwe,is_unused_code
gigel-si-raspandirea-vestilor,cpp,1378154407,gigel-si-raspandirea-vestilor/1378154407.cpp,unusedVariable,style,28,16,Unused variable: sq,Unused variable: sq,false,563,True
gigel-si-raspandirea-vestilor,cpp,1378154407,gigel-si-raspandirea-vestilor/1378154407.cpp,unusedVariable,style,30,9,Unused variable: cur_node,Unused variable: cur_node,false,563,True
gigel-si-raspandirea-vestilor,cpp,1378159875,gigel-si-raspandirea-vestilor/1378159875.cpp,unreadVariable,style,12,18,Variable 'lastNode' is assigned a value that is never used.,Variable 'lastNode' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1378159875,gigel-si-raspandirea-vestilor/1378159875.cpp,unreadVariable,style,22,26,Variable 'lastNode' is assigned a value that is never used.,Variable 'lastNode' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408424869,gigel-si-raspandirea-vestilor/1408424869.cpp,unusedStructMember,style,10,9,struct member 'Entry::node' is never used.,struct member 'Entry::node' is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408424869,gigel-si-raspandirea-vestilor/1408424869.cpp,unusedStructMember,style,10,15,struct member 'Entry::k' is never used.,struct member 'Entry::k' is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408462766,gigel-si-raspandirea-vestilor/1408462766.cpp,unreadVariable,style,27,13,Variable 'dist[1]' is assigned a value that is never used.,Variable 'dist[1]' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408477586,gigel-si-raspandirea-vestilor/1408477586.cpp,unreadVariable,style,13,25,Variable 'timestamp' is assigned a value that is never used.,Variable 'timestamp' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408477586,gigel-si-raspandirea-vestilor/1408477586.cpp,unreadVariable,style,33,16,Variable 'ok' is assigned a value that is never used.,Variable 'ok' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408492463,gigel-si-raspandirea-vestilor/1408492463.cpp,unreadVariable,style,24,14,Variable 'last' is assigned a value that is never used.,Variable 'last' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408520968,gigel-si-raspandirea-vestilor/1408520968.cpp,unusedStructMember,style,12,9,struct member 'Elev::id' is never used.,struct member 'Elev::id' is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408520968,gigel-si-raspandirea-vestilor/1408520968.cpp,unusedStructMember,style,12,13,struct member 'Elev::ts' is never used.,struct member 'Elev::ts' is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408531685,gigel-si-raspandirea-vestilor/1408531685.cpp,unreadVariable,style,12,16,Variable 'drumuri' is assigned a value that is never used.,Variable 'drumuri' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408532626,gigel-si-raspandirea-vestilor/1408532626.cpp,unreadVariable,style,29,9,Variable 'time' is assigned a value that is never used.,Variable 'time' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408554671,gigel-si-raspandirea-vestilor/1408554671.cpp,unreadVariable,style,26,11,Variable 'viz[1]' is assigned a value that is never used.,Variable 'viz[1]' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408564289,gigel-si-raspandirea-vestilor/1408564289.cpp,unreadVariable,style,33,14,Variable 'timp' is assigned a value that is never used.,Variable 'timp' is assigned a value that is never used.,false,563,True
gigel-si-raspandirea-vestilor,cpp,1408570922,gigel-si-raspandirea-vestilor/1408570922.cpp,redundantAssignment,style,24,10,Variable 'v[1]' is reassigned a value before the old one has been used.,Variable 'v[1]' is reassigned a value before the old one has been used.,false,563,True
gigel-si-sosetele,cpp,1314234991,gigel-si-sosetele/1314234991.cpp,unreadVariable,style,58,7,Variable 'ns2' is assigned a value that is never used.,Variable 'ns2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314234991,gigel-si-sosetele/1314234991.cpp,unreadVariable,style,65,7,Variable 'ns1' is assigned a value that is never used.,Variable 'ns1' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314234991,gigel-si-sosetele/1314234991.cpp,unreadVariable,style,66,7,Variable 'ns2' is assigned a value that is never used.,Variable 'ns2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235154,gigel-si-sosetele/1314235154.cpp,unreadVariable,style,58,7,Variable 'ns2' is assigned a value that is never used.,Variable 'ns2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235154,gigel-si-sosetele/1314235154.cpp,unreadVariable,style,65,7,Variable 'ns1' is assigned a value that is never used.,Variable 'ns1' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235154,gigel-si-sosetele/1314235154.cpp,unreadVariable,style,66,7,Variable 'ns2' is assigned a value that is never used.,Variable 'ns2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235214,gigel-si-sosetele/1314235214.cpp,unreadVariable,style,58,7,Variable 'ns2' is assigned a value that is never used.,Variable 'ns2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235214,gigel-si-sosetele/1314235214.cpp,unreadVariable,style,65,7,Variable 'ns1' is assigned a value that is never used.,Variable 'ns1' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235214,gigel-si-sosetele/1314235214.cpp,unreadVariable,style,66,7,Variable 'ns2' is assigned a value that is never used.,Variable 'ns2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235545,gigel-si-sosetele/1314235545.cpp,unusedVariable,style,12,17,Unused variable: stanga,Unused variable: stanga,false,563,True
gigel-si-sosetele,cpp,1314235545,gigel-si-sosetele/1314235545.cpp,unusedVariable,style,13,17,Unused variable: dreapta,Unused variable: dreapta,false,563,True
gigel-si-sosetele,cpp,1314235590,gigel-si-sosetele/1314235590.cpp,unreadVariable,style,60,7,Variable 'ns2' is assigned a value that is never used.,Variable 'ns2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235590,gigel-si-sosetele/1314235590.cpp,unreadVariable,style,67,7,Variable 'ns1' is assigned a value that is never used.,Variable 'ns1' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235590,gigel-si-sosetele/1314235590.cpp,unreadVariable,style,68,7,Variable 'ns2' is assigned a value that is never used.,Variable 'ns2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235590,gigel-si-sosetele/1314235590.cpp,unreadVariable,style,73,7,Variable 'ns1' is assigned a value that is never used.,Variable 'ns1' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235590,gigel-si-sosetele/1314235590.cpp,unreadVariable,style,74,7,Variable 'ns2' is assigned a value that is never used.,Variable 'ns2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235610,gigel-si-sosetele/1314235610.cpp,unreadVariable,style,89,16,Variable 'cB[26]' is assigned a value that is never used.,Variable 'cB[26]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235610,gigel-si-sosetele/1314235610.cpp,unusedFunction,style,9,5,The function 'abs' is never used.,The function 'abs' is never used.,false,561,True
gigel-si-sosetele,cpp,1314235610,gigel-si-sosetele/1314235610.cpp,unreadVariable,style,90,16,Variable 'cA[26]' is assigned a value that is never used.,Variable 'cA[26]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235610,gigel-si-sosetele/1314235610.cpp,unreadVariable,style,93,16,Variable 'cA[26]' is assigned a value that is never used.,Variable 'cA[26]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235610,gigel-si-sosetele/1314235610.cpp,unreadVariable,style,94,16,Variable 'cB[26]' is assigned a value that is never used.,Variable 'cB[26]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235619,gigel-si-sosetele/1314235619.cpp,unreadVariable,style,32,25,Variable 'x' is assigned a value that is never used.,Variable 'x' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235643,gigel-si-sosetele/1314235643.cpp,unusedVariable,style,39,9,Unused variable: leftJokers,Unused variable: leftJokers,false,563,True
gigel-si-sosetele,cpp,1314235643,gigel-si-sosetele/1314235643.cpp,unusedVariable,style,40,9,Unused variable: rightJokers,Unused variable: rightJokers,false,563,True
gigel-si-sosetele,cpp,1314235643,gigel-si-sosetele/1314235643.cpp,unreadVariable,style,75,19,Variable 'leftS[26]' is assigned a value that is never used.,Variable 'leftS[26]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235643,gigel-si-sosetele/1314235643.cpp,unreadVariable,style,76,20,Variable 'rightS[26]' is assigned a value that is never used.,Variable 'rightS[26]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235653,gigel-si-sosetele/1314235653.cpp,unreadVariable,style,58,7,Variable 'ns2' is assigned a value that is never used.,Variable 'ns2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235653,gigel-si-sosetele/1314235653.cpp,unreadVariable,style,65,7,Variable 'ns1' is assigned a value that is never used.,Variable 'ns1' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235653,gigel-si-sosetele/1314235653.cpp,unreadVariable,style,66,7,Variable 'ns2' is assigned a value that is never used.,Variable 'ns2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235653,gigel-si-sosetele/1314235653.cpp,unreadVariable,style,71,7,Variable 'ns1' is assigned a value that is never used.,Variable 'ns1' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235653,gigel-si-sosetele/1314235653.cpp,unreadVariable,style,72,7,Variable 'ns2' is assigned a value that is never used.,Variable 'ns2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235697,gigel-si-sosetele/1314235697.cpp,unusedVariable,style,12,17,Unused variable: stanga,Unused variable: stanga,false,563,True
gigel-si-sosetele,cpp,1314235697,gigel-si-sosetele/1314235697.cpp,unusedVariable,style,13,17,Unused variable: dreapta,Unused variable: dreapta,false,563,True
gigel-si-sosetele,cpp,1314235770,gigel-si-sosetele/1314235770.cpp,unusedVariable,style,18,12,Unused variable: x,Unused variable: x,false,563,True
gigel-si-sosetele,cpp,1314235770,gigel-si-sosetele/1314235770.cpp,unreadVariable,style,72,18,Variable 'color_dr' is assigned a value that is never used.,Variable 'color_dr' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235770,gigel-si-sosetele/1314235770.cpp,unreadVariable,style,80,18,Variable 'color_st' is assigned a value that is never used.,Variable 'color_st' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235827,gigel-si-sosetele/1314235827.cpp,unusedVariable,style,39,9,Unused variable: leftJokers,Unused variable: leftJokers,false,563,True
gigel-si-sosetele,cpp,1314235827,gigel-si-sosetele/1314235827.cpp,unusedVariable,style,40,9,Unused variable: rightJokers,Unused variable: rightJokers,false,563,True
gigel-si-sosetele,cpp,1314235827,gigel-si-sosetele/1314235827.cpp,unreadVariable,style,73,19,Variable 'leftS[26]' is assigned a value that is never used.,Variable 'leftS[26]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235827,gigel-si-sosetele/1314235827.cpp,unreadVariable,style,74,20,Variable 'rightS[26]' is assigned a value that is never used.,Variable 'rightS[26]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235883,gigel-si-sosetele/1314235883.cpp,unreadVariable,style,11,41,Variable 'alph' is assigned a value that is never used.,Variable 'alph' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235907,gigel-si-sosetele/1314235907.cpp,unusedVariable,style,18,12,Unused variable: x,Unused variable: x,false,563,True
gigel-si-sosetele,cpp,1314235907,gigel-si-sosetele/1314235907.cpp,unreadVariable,style,84,18,Variable 'color_dr' is assigned a value that is never used.,Variable 'color_dr' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314235907,gigel-si-sosetele/1314235907.cpp,unreadVariable,style,92,18,Variable 'color_st' is assigned a value that is never used.,Variable 'color_st' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236005,gigel-si-sosetele/1314236005.cpp,unreadVariable,style,70,16,Variable 'cB[26]' is assigned a value that is never used.,Variable 'cB[26]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236005,gigel-si-sosetele/1314236005.cpp,unreadVariable,style,71,16,Variable 'cA[26]' is assigned a value that is never used.,Variable 'cA[26]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236005,gigel-si-sosetele/1314236005.cpp,unreadVariable,style,74,16,Variable 'cA[26]' is assigned a value that is never used.,Variable 'cA[26]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236005,gigel-si-sosetele/1314236005.cpp,unreadVariable,style,75,16,Variable 'cB[26]' is assigned a value that is never used.,Variable 'cB[26]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236089,gigel-si-sosetele/1314236089.cpp,unreadVariable,style,70,16,Variable 'cA[26]' is assigned a value that is never used.,Variable 'cA[26]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236089,gigel-si-sosetele/1314236089.cpp,unreadVariable,style,71,16,Variable 'cB[26]' is assigned a value that is never used.,Variable 'cB[26]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236161,gigel-si-sosetele/1314236161.cpp,unusedVariable,style,12,17,Unused variable: stanga,Unused variable: stanga,false,563,True
gigel-si-sosetele,cpp,1314236161,gigel-si-sosetele/1314236161.cpp,unusedVariable,style,13,17,Unused variable: dreapta,Unused variable: dreapta,false,563,True
gigel-si-sosetele,cpp,1314236189,gigel-si-sosetele/1314236189.cpp,unreadVariable,style,33,28,Variable 'my_str' is assigned a value that is never used.,Variable 'my_str' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236259,gigel-si-sosetele/1314236259.cpp,unreadVariable,style,33,27,Variable 'my_str' is assigned a value that is never used.,Variable 'my_str' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236286,gigel-si-sosetele/1314236286.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236302,gigel-si-sosetele/1314236302.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236340,gigel-si-sosetele/1314236340.cpp,unreadVariable,style,33,27,Variable 'my_str' is assigned a value that is never used.,Variable 'my_str' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236347,gigel-si-sosetele/1314236347.cpp,unreadVariable,style,66,16,Variable 'cA[26]' is assigned a value that is never used.,Variable 'cA[26]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236347,gigel-si-sosetele/1314236347.cpp,unreadVariable,style,67,16,Variable 'cB[26]' is assigned a value that is never used.,Variable 'cB[26]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236409,gigel-si-sosetele/1314236409.cpp,unusedFunction,style,25,9,The function 'search' is never used.,The function 'search' is never used.,false,561,True
gigel-si-sosetele,cpp,1314236452,gigel-si-sosetele/1314236452.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236467,gigel-si-sosetele/1314236467.cpp,unusedFunction,style,25,9,The function 'search' is never used.,The function 'search' is never used.,false,561,True
gigel-si-sosetele,cpp,1314236501,gigel-si-sosetele/1314236501.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236509,gigel-si-sosetele/1314236509.cpp,unusedFunction,style,25,9,The function 'search' is never used.,The function 'search' is never used.,false,561,True
gigel-si-sosetele,cpp,1314236517,gigel-si-sosetele/1314236517.cpp,unusedVariable,style,14,18,Unused variable: left,Unused variable: left,false,563,True
gigel-si-sosetele,cpp,1314236517,gigel-si-sosetele/1314236517.cpp,unusedVariable,style,14,24,Unused variable: right,Unused variable: right,false,563,True
gigel-si-sosetele,cpp,1314236536,gigel-si-sosetele/1314236536.cpp,unreadVariable,style,89,32,Variable 'nr_stelute' is assigned a value that is never used.,Variable 'nr_stelute' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236540,gigel-si-sosetele/1314236540.cpp,unusedFunction,style,25,9,The function 'search' is never used.,The function 'search' is never used.,false,561,True
gigel-si-sosetele,cpp,1314236578,gigel-si-sosetele/1314236578.cpp,unusedVariable,style,20,30,Unused variable: pairs,Unused variable: pairs,false,563,True
gigel-si-sosetele,cpp,1314236578,gigel-si-sosetele/1314236578.cpp,unusedVariable,style,21,9,Unused variable: vis1,Unused variable: vis1,false,563,True
gigel-si-sosetele,cpp,1314236578,gigel-si-sosetele/1314236578.cpp,unusedVariable,style,21,22,Unused variable: vis2,Unused variable: vis2,false,563,True
gigel-si-sosetele,cpp,1314236582,gigel-si-sosetele/1314236582.cpp,unreadVariable,style,33,27,Variable 'my_str' is assigned a value that is never used.,Variable 'my_str' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236648,gigel-si-sosetele/1314236648.cpp,unusedVariable,style,13,39,Unused variable: inp,Unused variable: inp,false,563,True
gigel-si-sosetele,cpp,1314236651,gigel-si-sosetele/1314236651.cpp,unreadVariable,style,11,15,Variable 'cnt' is assigned a value that is never used.,Variable 'cnt' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236651,gigel-si-sosetele/1314236651.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236651,gigel-si-sosetele/1314236651.cpp,unusedVariable,style,13,17,Unused variable: v1,Unused variable: v1,false,563,True
gigel-si-sosetele,cpp,1314236651,gigel-si-sosetele/1314236651.cpp,unusedVariable,style,13,20,Unused variable: v2,Unused variable: v2,false,563,True
gigel-si-sosetele,cpp,1314236651,gigel-si-sosetele/1314236651.cpp,unusedVariable,style,14,9,Unused variable: i,Unused variable: i,false,563,True
gigel-si-sosetele,cpp,1314236651,gigel-si-sosetele/1314236651.cpp,unusedVariable,style,14,11,Unused variable: j,Unused variable: j,false,563,True
gigel-si-sosetele,cpp,1314236651,gigel-si-sosetele/1314236651.cpp,unusedVariable,style,15,10,Unused variable: c,Unused variable: c,false,563,True
gigel-si-sosetele,cpp,1314236657,gigel-si-sosetele/1314236657.cpp,unreadVariable,style,52,11,Variable 'minim' is assigned a value that is never used.,Variable 'minim' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236699,gigel-si-sosetele/1314236699.cpp,unreadVariable,style,26,33,Variable 'unpaired' is assigned a value that is never used.,Variable 'unpaired' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236699,gigel-si-sosetele/1314236699.cpp,unreadVariable,style,38,26,Variable 'unpaired' is assigned a value that is never used.,Variable 'unpaired' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236762,gigel-si-sosetele/1314236762.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236795,gigel-si-sosetele/1314236795.cpp,unreadVariable,style,27,11,Variable 'i' is assigned a value that is never used.,Variable 'i' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236795,gigel-si-sosetele/1314236795.cpp,unreadVariable,style,28,19,Variable 'my_str' is assigned a value that is never used.,Variable 'my_str' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236796,gigel-si-sosetele/1314236796.cpp,unreachableCode,style,37,17,Statements following 'continue' will never be executed.,Statements following 'continue' will never be executed.,false,561,True
gigel-si-sosetele,cpp,1314236832,gigel-si-sosetele/1314236832.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236832,gigel-si-sosetele/1314236832.cpp,unusedVariable,style,14,11,Unused variable: j,Unused variable: j,false,563,True
gigel-si-sosetele,cpp,1314236856,gigel-si-sosetele/1314236856.cpp,unusedFunction,style,27,6,The function 'printMeta' is never used.,The function 'printMeta' is never used.,false,561,True
gigel-si-sosetele,cpp,1314236863,gigel-si-sosetele/1314236863.cpp,unreadVariable,style,23,11,Variable 'i' is assigned a value that is never used.,Variable 'i' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236863,gigel-si-sosetele/1314236863.cpp,unreadVariable,style,24,19,Variable 'my_str' is assigned a value that is never used.,Variable 'my_str' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236933,gigel-si-sosetele/1314236933.cpp,unusedVariable,style,20,12,Unused variable: space,Unused variable: space,false,563,True
gigel-si-sosetele,cpp,1314236933,gigel-si-sosetele/1314236933.cpp,unusedVariable,style,23,9,Unused variable: aux_int,Unused variable: aux_int,false,563,True
gigel-si-sosetele,cpp,1314236933,gigel-si-sosetele/1314236933.cpp,unusedFunction,style,8,6,The function 'printS' is never used.,The function 'printS' is never used.,false,561,True
gigel-si-sosetele,cpp,1314236941,gigel-si-sosetele/1314236941.cpp,unreadVariable,style,23,11,Variable 'i' is assigned a value that is never used.,Variable 'i' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236941,gigel-si-sosetele/1314236941.cpp,unreadVariable,style,24,19,Variable 'my_str' is assigned a value that is never used.,Variable 'my_str' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314236947,gigel-si-sosetele/1314236947.cpp,unreachableCode,style,37,17,Statements following 'continue' will never be executed.,Statements following 'continue' will never be executed.,false,561,True
gigel-si-sosetele,cpp,1314237012,gigel-si-sosetele/1314237012.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237012,gigel-si-sosetele/1314237012.cpp,unusedVariable,style,14,11,Unused variable: j,Unused variable: j,false,563,True
gigel-si-sosetele,cpp,1314237036,gigel-si-sosetele/1314237036.cpp,unreachableCode,style,37,17,Statements following 'continue' will never be executed.,Statements following 'continue' will never be executed.,false,561,True
gigel-si-sosetele,cpp,1314237048,gigel-si-sosetele/1314237048.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237048,gigel-si-sosetele/1314237048.cpp,unusedVariable,style,14,11,Unused variable: j,Unused variable: j,false,563,True
gigel-si-sosetele,cpp,1314237168,gigel-si-sosetele/1314237168.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237168,gigel-si-sosetele/1314237168.cpp,unusedVariable,style,14,11,Unused variable: j,Unused variable: j,false,563,True
gigel-si-sosetele,cpp,1314237169,gigel-si-sosetele/1314237169.cpp,unusedVariable,style,78,9,Unused variable: star_pairs,Unused variable: star_pairs,false,563,True
gigel-si-sosetele,cpp,1314237218,gigel-si-sosetele/1314237218.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237218,gigel-si-sosetele/1314237218.cpp,unusedVariable,style,14,11,Unused variable: j,Unused variable: j,false,563,True
gigel-si-sosetele,cpp,1314237218,gigel-si-sosetele/1314237218.cpp,unreadVariable,style,30,11,Variable 'c1' is assigned a value that is never used.,Variable 'c1' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237218,gigel-si-sosetele/1314237218.cpp,unreadVariable,style,30,16,Variable 'c2' is assigned a value that is never used.,Variable 'c2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237238,gigel-si-sosetele/1314237238.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237238,gigel-si-sosetele/1314237238.cpp,unusedVariable,style,14,11,Unused variable: j,Unused variable: j,false,563,True
gigel-si-sosetele,cpp,1314237243,gigel-si-sosetele/1314237243.cpp,unusedVariable,style,13,39,Unused variable: inp,Unused variable: inp,false,563,True
gigel-si-sosetele,cpp,1314237296,gigel-si-sosetele/1314237296.cpp,unreadVariable,style,76,17,Variable 'starsLeft' is assigned a value that is never used.,Variable 'starsLeft' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237296,gigel-si-sosetele/1314237296.cpp,unreadVariable,style,83,18,Variable 'starsRight' is assigned a value that is never used.,Variable 'starsRight' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237299,gigel-si-sosetele/1314237299.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237299,gigel-si-sosetele/1314237299.cpp,unusedVariable,style,14,11,Unused variable: j,Unused variable: j,false,563,True
gigel-si-sosetele,cpp,1314237321,gigel-si-sosetele/1314237321.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237321,gigel-si-sosetele/1314237321.cpp,unusedVariable,style,14,11,Unused variable: j,Unused variable: j,false,563,True
gigel-si-sosetele,cpp,1314237413,gigel-si-sosetele/1314237413.cpp,unreadVariable,style,82,19,Variable 'left_star' is assigned a value that is never used.,Variable 'left_star' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237413,gigel-si-sosetele/1314237413.cpp,unreadVariable,style,87,20,Variable 'right_star' is assigned a value that is never used.,Variable 'right_star' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237479,gigel-si-sosetele/1314237479.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237479,gigel-si-sosetele/1314237479.cpp,unusedVariable,style,14,11,Unused variable: j,Unused variable: j,false,563,True
gigel-si-sosetele,cpp,1314237512,gigel-si-sosetele/1314237512.cpp,unreadVariable,style,85,20,Variable 'starsLeft' is assigned a value that is never used.,Variable 'starsLeft' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237512,gigel-si-sosetele/1314237512.cpp,unreadVariable,style,86,21,Variable 'starsRight' is assigned a value that is never used.,Variable 'starsRight' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237512,gigel-si-sosetele/1314237512.cpp,unreadVariable,style,90,19,Variable 'starsRight' is assigned a value that is never used.,Variable 'starsRight' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237512,gigel-si-sosetele/1314237512.cpp,unreadVariable,style,91,18,Variable 'starsLeft' is assigned a value that is never used.,Variable 'starsLeft' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237522,gigel-si-sosetele/1314237522.cpp,unreadVariable,style,49,29,Variable 'nrStang' is assigned a value that is never used.,Variable 'nrStang' is assigned a value that is never used.,false,563,True
