submission_id,score_site,site_result,test,local_status,message,ok_local,local_time_seconds,error_detail
1314235847,2.5,Wrong Answer,,compile_error,Eroare de compilare locala,NO,0,"OpenJDK 64-Bit Server VM warning: INFO: os::commit_memory(0x00000007ffe00000, 2097152, 0) failed; error='The paging file is too small for this operation to complete' (DOS error/errno=1455)"
