file,user_id,attempt_number,submission_id,language,original_language,result,score,timestamp,code_length,code_lines,uses_sort,uses_hash,source_path
1332305654.cpp,user_0282,2,1332305654,cpp,cpp,Wrong Answer,48.96,1009392,1751,85,True,False,gigel-si-sosetele/submissions/1332305654.cpp
1332305841.cpp,user_0282,4,1332305841,cpp,cpp,Accepted,50.0,1009395,1720,83,True,False,gigel-si-sosetele/submissions/1332305841.cpp
1361601064.cpp,user_0283,1,1361601064,cpp,cpp,Wrong Answer,46.88,2117309,570,26,False,True,gigel-si-sosetele/submissions/1361601064.cpp
1361601083.cpp,user_0283,2,1361601083,cpp,cpp,Accepted,50.0,2117310,578,26,False,True,gigel-si-sosetele/submissions/1361601083.cpp
1323071143.cpp,user_0284,1,1323071143,cpp,cpp,Wrong Answer,12.5,503912,1374,55,False,True,gigel-si-sosetele/submissions/1323071143.cpp
1323071463.cpp,user_0284,2,1323071463,cpp,cpp,Wrong Answer,2.08,503919,1732,67,False,True,gigel-si-sosetele/submissions/1323071463.cpp
1323071955.cpp,user_0284,3,1323071955,cpp,cpp,Wrong Answer,11.46,503929,1732,67,False,True,gigel-si-sosetele/submissions/1323071955.cpp
1323072067.cpp,user_0284,4,1323072067,cpp,cpp,Wrong Answer,12.5,503931,1781,68,False,True,gigel-si-sosetele/submissions/1323072067.cpp
1323074695.cpp,user_0284,5,1323074695,cpp,cpp,Wrong Answer,1.04,503981,1049,45,False,True,gigel-si-sosetele/submissions/1323074695.cpp
1323075512.cpp,user_0284,6,1323075512,cpp,cpp,Wrong Answer,11.46,503993,1189,59,False,True,gigel-si-sosetele/submissions/1323075512.cpp
1323077360.cpp,user_0284,7,1323077360,cpp,cpp,Wrong Answer,45.83,504021,1140,59,False,True,gigel-si-sosetele/submissions/1323077360.cpp
1323077582.cpp,user_0284,8,1323077582,cpp,cpp,Accepted,50.0,504024,1166,60,False,True,gigel-si-sosetele/submissions/1323077582.cpp
1314235895.java,user_0289,1,1314235895,java,java8,Terminated due ...,11.46,71,3420,123,False,True,gigel-si-sosetele/submissions/1314235895.java
1314235960.java,user_0289,2,1314235960,java,java8,Terminated due ...,11.46,75,3488,124,False,True,gigel-si-sosetele/submissions/1314235960.java
1314236202.java,user_0289,4,1314236202,java,java8,Terminated due ...,11.46,91,4206,142,False,True,gigel-si-sosetele/submissions/1314236202.java
1314236306.java,user_0289,5,1314236306,java,java8,Wrong Answer,10.42,99,4765,165,False,True,gigel-si-sosetele/submissions/1314236306.java
1314236352.java,user_0289,6,1314236352,java,java8,Terminated due ...,11.46,101,4769,165,False,True,gigel-si-sosetele/submissions/1314236352.java
1323404622.cpp,user_0290,1,1323404622,cpp,cpp,Wrong Answer,21.88,520544,1049,58,True,False,gigel-si-sosetele/submissions/1323404622.cpp
1323404630.cpp,user_0290,2,1323404630,cpp,cpp,Wrong Answer,7.29,520545,1049,58,True,False,gigel-si-sosetele/submissions/1323404630.cpp
1323404669.cpp,user_0290,3,1323404669,cpp,cpp,Wrong Answer,12.5,520552,1117,61,True,False,gigel-si-sosetele/submissions/1323404669.cpp
1323404695.cpp,user_0290,4,1323404695,cpp,cpp,Accepted,50.0,520556,1090,60,True,False,gigel-si-sosetele/submissions/1323404695.cpp
1314236209.java,user_0291,1,1314236209,java,java8,Wrong Answer,46.88,92,3415,141,True,False,gigel-si-sosetele/submissions/1314236209.java
1314236314.java,user_0291,2,1314236314,java,java8,Wrong Answer,46.88,99,3393,142,True,False,gigel-si-sosetele/submissions/1314236314.java
1314236396.java,user_0291,4,1314236396,java,java8,Wrong Answer,46.88,103,3509,145,True,False,gigel-si-sosetele/submissions/1314236396.java
1314236487.java,user_0291,5,1314236487,java,java8,Wrong Answer,46.88,109,3297,141,True,False,gigel-si-sosetele/submissions/1314236487.java
1314236928.java,user_0291,7,1314236928,java,java8,Accepted,50.0,136,3321,141,True,False,gigel-si-sosetele/submissions/1314236928.java
1378159541.cpp,user_0293,2,1378159541,cpp,cpp,Accepted,50.0,2640154,2215,72,False,True,gigel-si-sosetele/submissions/1378159541.cpp
1344629507.cpp,user_0298,1,1344629507,cpp,cpp14,Wrong Answer,12.5,1581450,1318,65,False,True,gigel-si-sosetele/submissions/1344629507.cpp
1344629769.cpp,user_0298,2,1344629769,cpp,cpp14,Accepted,50.0,1581456,1426,68,False,True,gigel-si-sosetele/submissions/1344629769.cpp
1361812337.cpp,user_0300,1,1361812337,cpp,cpp,Wrong Answer,25.0,2125710,1617,73,False,True,gigel-si-sosetele/submissions/1361812337.cpp
1332463492.cpp,user_0302,1,1332463492,cpp,cpp,Wrong Answer,47.92,1016740,1733,91,True,False,gigel-si-sosetele/submissions/1332463492.cpp
1332464046.cpp,user_0302,2,1332464046,cpp,cpp,Accepted,50.0,1016755,1665,85,True,False,gigel-si-sosetele/submissions/1332464046.cpp
1314235745.java,user_0305,1,1314235745,java,java8,Terminated due ...,5.21,64,2450,95,True,False,gigel-si-sosetele/submissions/1314235745.java
1314236838.java,user_0305,2,1314236838,java,java8,Terminated due ...,4.17,131,2815,103,True,False,gigel-si-sosetele/submissions/1314236838.java
1314237018.java,user_0305,3,1314237018,java,java8,Runtime Error,3.13,142,3182,118,True,False,gigel-si-sosetele/submissions/1314237018.java
1314237067.java,user_0305,4,1314237067,java,java8,Runtime Error,3.13,145,3203,118,True,False,gigel-si-sosetele/submissions/1314237067.java
1314237171.java,user_0305,5,1314237171,java,java8,Runtime Error,2.08,150,3413,125,True,False,gigel-si-sosetele/submissions/1314237171.java
1314237294.java,user_0305,6,1314237294,java,java8,Terminated due ...,3.13,157,3495,127,True,False,gigel-si-sosetele/submissions/1314237294.java
1314237668.java,user_0305,8,1314237668,java,java8,Terminated due ...,4.17,174,3733,134,True,False,gigel-si-sosetele/submissions/1314237668.java
1314237730.java,user_0305,9,1314237730,java,java8,Runtime Error,3.13,177,3755,134,True,False,gigel-si-sosetele/submissions/1314237730.java
1361359836.cpp,user_0310,1,1361359836,cpp,cpp,Wrong Answer,46.88,2109024,1225,54,False,True,gigel-si-sosetele/submissions/1361359836.cpp
1361359845.cpp,user_0310,2,1361359845,cpp,cpp,Accepted,50.0,2109027,893,46,False,True,gigel-si-sosetele/submissions/1361359845.cpp
1361582042.cpp,user_0310,3,1361582042,cpp,cpp,Accepted,50.0,2116728,675,34,False,True,gigel-si-sosetele/submissions/1361582042.cpp
1314236600.java,user_0311,1,1314236600,java,java8,Wrong Answer,1.04,117,4969,183,False,True,gigel-si-sosetele/submissions/1314236600.java
1314236794.java,user_0311,3,1314236794,java,java8,Wrong Answer,1.04,129,5223,188,False,True,gigel-si-sosetele/submissions/1314236794.java
1314237417.java,user_0311,5,1314237417,java,java,Wrong Answer,1.04,162,5148,186,False,True,gigel-si-sosetele/submissions/1314237417.java
1314237604.java,user_0311,6,1314237604,java,java,Wrong Answer,1.04,172,4856,176,False,True,gigel-si-sosetele/submissions/1314237604.java
1314237706.java,user_0311,7,1314237706,java,java8,Wrong Answer,47.92,176,5134,185,False,True,gigel-si-sosetele/submissions/1314237706.java
1323366002.java,user_0318,1,1323366002,java,java,Accepted,50.0,518483,3839,158,True,False,gigel-si-sosetele/submissions/1323366002.java
1378120985.java,user_0321,1,1378120985,java,java8,Wrong Answer,12.5,2638693,2164,88,False,True,gigel-si-sosetele/submissions/1378120985.java
1378121015.java,user_0321,2,1378121015,java,java8,Wrong Answer,14.58,2638697,2526,102,False,True,gigel-si-sosetele/submissions/1378121015.java
1378121026.java,user_0321,4,1378121026,java,java8,Accepted,50.0,2638700,3166,108,False,True,gigel-si-sosetele/submissions/1378121026.java
1391972256.java,user_0325,1,1391972256,java,java8,Wrong Answer,12.5,3149775,2134,90,False,True,gigel-si-sosetele/submissions/1391972256.java
1314199824.java,user_0326,1,1314199824,java,java8,Accepted,50.0,-3645,3227,86,False,True,gigel-si-sosetele/submissions/1314199824.java
1361812114.java,user_0328,1,1361812114,java,java8,Wrong Answer,47.92,2125704,2552,105,True,False,gigel-si-sosetele/submissions/1361812114.java
1361812966.java,user_0329,1,1361812966,java,java8,Wrong Answer,29.17,2125726,2183,102,True,False,gigel-si-sosetele/submissions/1361812966.java
1314236030.java,user_0335,1,1314236030,java,java8,Wrong Answer,1.04,79,3030,126,False,True,gigel-si-sosetele/submissions/1314236030.java
1314236296.java,user_0335,2,1314236296,java,java8,Runtime Error,6.25,98,3186,134,False,True,gigel-si-sosetele/submissions/1314236296.java
1314236387.java,user_0335,3,1314236387,java,java8,Runtime Error,6.25,103,3164,134,False,True,gigel-si-sosetele/submissions/1314236387.java
1314236443.java,user_0335,4,1314236443,java,java8,Accepted,50.0,106,3165,134,False,True,gigel-si-sosetele/submissions/1314236443.java
1391901507.cpp,user_0336,1,1391901507,cpp,cpp,Terminated due ...,2.08,3146438,2064,94,True,False,gigel-si-sosetele/submissions/1391901507.cpp
1391901542.cpp,user_0336,2,1391901542,cpp,cpp,Terminated due ...,2.08,3146440,2148,98,True,False,gigel-si-sosetele/submissions/1391901542.cpp
1314237007.java,user_0338,5,1314237007,java,java8,Terminated due ...,2.08,141,2367,116,True,False,gigel-si-sosetele/submissions/1314237007.java
1314237256.java,user_0339,1,1314237256,java,java8,Runtime Error,1.04,155,4038,151,True,False,gigel-si-sosetele/submissions/1314237256.java
1314237444.java,user_0339,2,1314237444,java,java8,Runtime Error,1.04,164,3856,144,True,False,gigel-si-sosetele/submissions/1314237444.java
1314237715.java,user_0339,3,1314237715,java,java8,Runtime Error,1.04,177,3443,128,True,False,gigel-si-sosetele/submissions/1314237715.java
1314237843.java,user_0339,5,1314237843,java,java8,Runtime Error,1.04,182,3484,129,True,False,gigel-si-sosetele/submissions/1314237843.java
