submission_id,score_site,site_result,test,local_status,message,ok_local,local_time_seconds,error_detail
1314234735,39.29,Wrong Answer,,compile_error,Eroare de compilare locala,NO,0,"data\clean_solutions\submissions\matei-si-diamantele\1314234735.cpp: In function 'int main()':
data\clean_solutions\submissions\matei-si-diamantele\1314234735.cpp:26:21: error: 'INT32_MIN' was not declared in this scope; did you mean 'INT_MIN'?
   26 |     long long max = INT32_MIN;
      |                     ^~~~~~~~~
      |                     INT_MIN"
