submission_id,score_site,site_result,test,local_status,message,ok_local,local_time_seconds,error_detail
1314234882,35.71,Segmentation Fault,,compile_error,Eroare de compilare locala,NO,0,"data\clean_solutions\submissions\matei-si-diamantele\1314234882.cpp: In member function 'int Task::get_result()':
data\clean_solutions\submissions\matei-si-diamantele\1314234882.cpp:36:25: error: 'INT32_MIN' was not declared in this scope; did you mean 'INT_MIN'?
   36 |         long long max = INT32_MIN;
      |                         ^~~~~~~~~
      |                         INT_MIN"
